boe,crime,crime_cat,crime_sub_cat,pardon_year
BOE-A-1996-372,delito de robo,13,2,1995
BOE-A-1996-372,delito de amenazas,6,2,1995
BOE-A-1996-373,delito de estafa,13,6,1995
BOE-A-1996-374,delito de robo,13,2,1995
BOE-A-1996-375,delito de lesiones,3,,1995
BOE-A-1996-376,delito de quebrantamiento de condena,20,8,1995
BOE-A-1996-377,delito contra la salud pública,17,3,1995
BOE-A-1996-378,delito de robo,13,2,1995
BOE-A-1996-379,delito contra la salud pública,17,3,1995
BOE-A-1996-380,delito de robo,13,2,1995
BOE-A-1996-380,falta de lesiones,25,1,1995
BOE-A-1996-381,delito de robo,13,2,1995
BOE-A-1996-382,delito contra la salud pública,17,3,1995
BOE-A-1996-383,delito contra la salud pública,17,3,1995
BOE-A-1996-384,delito de robo,13,2,1995
BOE-A-1996-385,delito de robo,13,2,1995
BOE-A-1996-386,delito de homicidio,1,,1995
BOE-A-1996-1295,delito de atentado contra los medios o recursos de la Defensa Nacional,22,2,1995
BOE-A-1996-1296,delito de insulto a un superior,90,,1995
BOE-A-1996-2151,delito de lesiones,3,,1995
BOE-A-1996-2152,delito de robo,13,2,1995
BOE-A-1996-2153,delito de lesiones,3,,1995
BOE-A-1996-2154,delito de quebrantamiento de condena,20,8,1995
BOE-A-1996-2155,delito de robo,13,2,1995
BOE-A-1996-2156,delito de robo,13,2,1995
BOE-A-1996-2157,delito de robo,13,2,1995
BOE-A-1996-2158,delito de estafa,13,6,1995
BOE-A-1996-2158,delito de sustitución de placa de matrícula,18,2,1995
BOE-A-1996-2158,"delito de falsificación de sellos, marcas o contraseñas",18,1,1995
BOE-A-1996-2159,delito de quebrantamiento de condena,20,8,1995
BOE-A-1996-2159,delito de detenciones ilegales,6,1,1995
BOE-A-1996-2159,delito de atentado,22,2,1995
BOE-A-1996-2159,delito de daños,13,9,1995
BOE-A-1996-2159,delito de robo,13,2,1995
BOE-A-1996-2160,delito de atentado,22,2,1995
BOE-A-1996-2161,delito de robo,13,2,1995
BOE-A-1996-2162,delito de robo,13,2,1995
BOE-A-1996-2162,delito de utilización ilegítima de vehículos de motor ajeno,13,4,1995
BOE-A-1996-2163,delito de agresión sexual,8,1,1995
BOE-A-1996-2164,delito contra la salud pública,17,3,1995
BOE-A-1996-2165,delito de conducción bajo influencia de bebidas alcohólicas,17,4,1995
BOE-A-1996-2165,falta de ofensas,25,4,1995
BOE-A-1996-2365,delito contra la salud pública,17,3,1995
BOE-A-1996-2366,delito de malversación,19,7,1995
BOE-A-1996-2367,delito de estafa,13,6,1995
BOE-A-1996-2367,delito de sustitución de placas de matrícula,18,2,1995
BOE-A-1996-2368,delito de robo,13,2,1995
BOE-A-1996-2369,delito de robo,13,2,1995
BOE-A-1996-2370,delito de malversación,19,7,1995
BOE-A-1996-2370,delito de falsificación de documentos privados,18,2,1995
BOE-A-1996-2371,delito contra la salud pública,17,3,1995
BOE-A-1996-2371,delito de resistencia,22,2,1995
BOE-A-1996-2372,delito de homicidio,1,,1995
BOE-A-1996-2373,delito de robo,13,2,1995
BOE-A-1996-2374,delito de quebrantamiento de condena,20,8,1995
BOE-A-1996-2375,delito contra la salud pública,17,3,1995
BOE-A-1996-2376,delito de amenazas,6,2,1995
BOE-A-1996-2376,delito de atentado,22,2,1995
BOE-A-1996-2377,delito de injurias,11,2,1995
BOE-A-1996-2378,delito de robo,13,2,1995
BOE-A-1996-2379,delito de injurias,11,2,1995
BOE-A-1996-3384,delito de malversación,19,7,1996
BOE-A-1996-3522,delito contra la salud pública,17,3,1996
BOE-A-1996-3523,delito de receptación,13,14,1996
BOE-A-1996-3524,delito de robo,13,2,1996
BOE-A-1996-3525,delito de violación,8,1,1996
BOE-A-1996-3526,delito de robo,13,2,1996
BOE-A-1996-3527,delito de robo,13,2,1996
BOE-A-1996-3528,delito de lesiones,3,,1996
BOE-A-1996-3529,delito contra la salud pública,17,3,1996
BOE-A-1996-3530,delito de robo,13,2,1996
BOE-A-1996-3531,delito de violación,8,1,1996
BOE-A-1996-3531,delito de robo,13,2,1996
BOE-A-1996-3532,delito de resistencia a agente de la autoridad,22,2,1996
BOE-A-1996-3533,delito de violación,8,1,1996
BOE-A-1996-3534,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-3535,delito de robo,13,2,1996
BOE-A-1996-3536,delito de cheque en descubierto,13,6,1996
BOE-A-1996-3536,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-3584,delito de robo,13,2,1996
BOE-A-1996-3585,delito de robo,13,2,1996
BOE-A-1996-3586,delito de lesiones,3,,1996
BOE-A-1996-3587,delito de robo,13,2,1996
BOE-A-1996-3587,delito de uso de documento de identidad verdadero expedido a nombre de otro,18,2,1996
BOE-A-1996-3588,delito de robo,13,2,1996
BOE-A-1996-3589,delito de robo,13,2,1996
BOE-A-1996-3590,delito de hurto,13,1,1996
BOE-A-1996-3590,delito de robo,13,2,1996
BOE-A-1996-3591,delito de robo,13,2,1996
BOE-A-1996-3591,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-3592,delito de estafa,13,6,1996
BOE-A-1996-3593,delito de robo,13,2,1996
BOE-A-1996-3594,delito de robo,13,2,1996
BOE-A-1996-3595,delito de homicidio,1,,1996
BOE-A-1996-3596,delito de quebrantamiento de la condena de privación del permiso de conducir,20,8,1996
BOE-A-1996-3597,delito de robo,13,2,1996
BOE-A-1996-4290,delito de detención ilegal,6,1,1996
BOE-A-1996-4290,delito de amenazas,6,2,1996
BOE-A-1996-4290,delito de lesiones,3,,1996
BOE-A-1996-4291,delito de malversación,19,7,1996
BOE-A-1996-4292,delito de lesiones,3,,1996
BOE-A-1996-4293,delito de robo,13,2,1996
BOE-A-1996-4294,delito de estafa,13,6,1996
BOE-A-1996-4295,delito contra la salud pública,17,3,1996
BOE-A-1996-4296,delito de robo,13,2,1996
BOE-A-1996-4297,delito de falsedad de documento mercantil,18,2,1996
BOE-A-1996-4297,delito de estafa,13,6,1996
BOE-A-1996-4298,delito contra la salud pública,17,3,1996
BOE-A-1996-4299,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-4300,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-4301,delito de lesiones,3,,1996
BOE-A-1996-4302,delito contra la salud pública,17,3,1996
BOE-A-1996-4302,falta de apropiación indebida,25,2,1996
BOE-A-1996-4303,delito de robo,13,2,1996
BOE-A-1996-4303,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-4304,delito de robo,13,2,1996
BOE-A-1996-4306,delito contra la eficacia en el servicio,90,,1996
BOE-A-1996-5034,delito de falsedad de documento público,18,2,1996
BOE-A-1996-5034,delito de malversación de caudales públicos,19,7,1996
BOE-A-1996-5035,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-5036,delito de robo,13,2,1996
BOE-A-1996-5037,delito de apropiación indebida,13,6,1996
BOE-A-1996-5038,delito de quiebra,13,7,1996
BOE-A-1996-5039,delito de robo,13,2,1996
BOE-A-1996-5040,delito de sustitución de placas de matrícula,18,2,1996
BOE-A-1996-5040,delito de estafa,13,6,1996
BOE-A-1996-5041,delito de robo,13,2,1996
BOE-A-1996-5041,delito de homicidio,1,,1996
BOE-A-1996-5041,delito de utilización ilegítima de vehículos de motor sin permiso,13,4,1996
BOE-A-1996-5041,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-5041,delito de falsedad,18,,1996
BOE-A-1996-5042,delito de robo,13,2,1996
BOE-A-1996-5043,delito de homicidio,1,,1996
BOE-A-1996-5044,delito de robo,13,2,1996
BOE-A-1996-5045,delito de apropiación indebida,13,6,1996
BOE-A-1996-5046,delito de robo,13,2,1996
BOE-A-1996-5047,delito de robo,13,2,1996
BOE-A-1996-5048,delito de cohecho,19,5,1996
BOE-A-1996-5048,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-5048,delito de estafa,13,6,1996
BOE-A-1996-5161,delito de robo,13,2,1996
BOE-A-1996-5162,delito contra la salud pública,17,3,1996
BOE-A-1996-5163,delito de robo,13,2,1996
BOE-A-1996-5164,delito de falsedad,18,,1996
BOE-A-1996-5164,delito de estafa,13,6,1996
BOE-A-1996-5165,delito de malversación,19,7,1996
BOE-A-1996-5165,delito de estafa,13,6,1996
BOE-A-1996-5166,delito de robo,13,2,1996
BOE-A-1996-5167,delito contra la propiedad intelectual,13,11,1996
BOE-A-1996-5168,delito de robo,13,2,1996
BOE-A-1996-5169,delito de lesiones,3,,1996
BOE-A-1996-5170,delito de lesiones,3,,1996
BOE-A-1996-5171,delito de incendio,17,2,1996
BOE-A-1996-5172,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-5172,delito de atentado a agentes de la autoridad,22,2,1996
BOE-A-1996-5172,delito de lesiones,3,,1996
BOE-A-1996-5173,delito de allanamiento de morada,10,2,1996
BOE-A-1996-5174,delito contra la salud pública,17,3,1996
BOE-A-1996-5527,delito de robo,13,2,1996
BOE-A-1996-5528,delito de tráfico de drogas,17,3,1996
BOE-A-1996-5529,delito de robo,13,2,1996
BOE-A-1996-5529,delito de resistencia,22,2,1996
BOE-A-1996-5530,delito contra la salud pública,17,3,1996
BOE-A-1996-5531,delito contra la salud pública,17,3,1996
BOE-A-1996-5532,delito de robo,13,2,1996
BOE-A-1996-5533,delito de lesiones,3,,1996
BOE-A-1996-5534,delito de lesiones,3,,1996
BOE-A-1996-5535,delito de malversación,19,7,1996
BOE-A-1996-5536,delito contra la salud pública,17,3,1996
BOE-A-1996-5536,delito de receptación,13,14,1996
BOE-A-1996-5537,delito de robo,13,2,1996
BOE-A-1996-5538,delito de apropiación indebida,13,6,1996
BOE-A-1996-5539,delito de robo,13,2,1996
BOE-A-1996-5540,delito de robo,13,2,1996
BOE-A-1996-6085,delito contra la salud pública,17,3,1996
BOE-A-1996-6086,delito de tráfico de drogas,17,3,1996
BOE-A-1996-6087,delito de robo,13,2,1996
BOE-A-1996-6088,delito de resistencia a agente de la autoridad,22,2,1996
BOE-A-1996-6089,delito de lesiones,3,,1996
BOE-A-1996-6090,delito contra la salud pública,17,3,1996
BOE-A-1996-6090,delito de contrabando,99,,1996
BOE-A-1996-6091,delito de robo,13,2,1996
BOE-A-1996-6092,delito de robo,13,2,1996
BOE-A-1996-6093,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-6094,delito de receptación,13,14,1996
BOE-A-1996-6095,delito de receptación,13,14,1996
BOE-A-1996-6096,delito de lesiones,3,,1996
BOE-A-1996-6097,delito contra la salud pública,17,3,1996
BOE-A-1996-6098,delito contra la salud pública,17,3,1996
BOE-A-1996-6099,delito contra la salud pública,17,3,1996
BOE-A-1996-6527,delito contra el deber de la prestación social sustitutoria,21,4,1996
BOE-A-1996-6528,delito contra el deber de la prestación social sustitutoria,21,4,1996
BOE-A-1996-6529,delito contra el deber de la prestación social sustitutoria,21,4,1996
BOE-A-1996-6530,delito de robo,13,2,1996
BOE-A-1996-6531,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-6532,delito contra la salud pública,17,3,1996
BOE-A-1996-6533,delito de receptación,13,14,1996
BOE-A-1996-6533,delito de robo,13,2,1996
BOE-A-1996-6534,delito contra el deber de la prestación social sustitutoria,21,4,1996
BOE-A-1996-6535,delito contra la salud pública,17,3,1996
BOE-A-1996-6536,delito contra el deber de la prestación social sustitutoria,21,4,1996
BOE-A-1996-6537,delito de cheque en descubierto,13,6,1996
BOE-A-1996-6538,delito contra el deber de la prestación social sustitutoria,21,4,1996
BOE-A-1996-6539,delito de robo,13,2,1996
BOE-A-1996-6540,delito contra el deber de la prestación social sustitutoria,21,4,1996
BOE-A-1996-6541,delito de agresión sexual,8,1,1996
BOE-A-1996-7264,delito de robo,13,2,1996
BOE-A-1996-7265,delito de robo,13,2,1996
BOE-A-1996-7265,delito de hurto,13,1,1996
BOE-A-1996-7266,delito de robo,13,2,1996
BOE-A-1996-7267,delito de homicidio,1,,1996
BOE-A-1996-7268,delito de lesiones,3,,1996
BOE-A-1996-7269,delito de robo,13,2,1996
BOE-A-1996-7270,delito de parricidio,1,,1996
BOE-A-1996-7271,delito de desórdenes públicos,22,3,1996
BOE-A-1996-7272,delito de falsificación de documento mercantil,18,2,1996
BOE-A-1996-7272,delito de estafa,13,6,1996
BOE-A-1996-7273,delito de uso de documento falso,18,2,1996
BOE-A-1996-7274,delito de robo,13,2,1996
BOE-A-1996-7275,delito de robo,13,2,1996
BOE-A-1996-7276,delito contra la salud pública,17,3,1996
BOE-A-1996-7277,delito contra la salud pública,17,3,1996
BOE-A-1996-7278,delito contra la salud pública,17,3,1996
BOE-A-1996-7279,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-7279,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-7280,delito contra la salud pública,17,3,1996
BOE-A-1996-7280,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-7281,delito de robo,13,2,1996
BOE-A-1996-7282,delito de robo,13,2,1996
BOE-A-1996-7283,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-7283,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-7283,delito de lesiones,3,,1996
BOE-A-1996-7284,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-7284,delito de lesiones,3,,1996
BOE-A-1996-7444,delito de homicidio,1,,1996
BOE-A-1996-7444,falta de lesiones,25,1,1996
BOE-A-1996-7445,delito de lesiones,3,,1996
BOE-A-1996-7446,delito de lesiones,3,,1996
BOE-A-1996-8214,delito de expendición de moneda falsa,18,1,1996
BOE-A-1996-8215,delito de robo,13,2,1996
BOE-A-1996-8216,delito de lesiones,3,,1996
BOE-A-1996-8217,delito de robo,13,2,1996
BOE-A-1996-8218,delito de robo,13,2,1996
BOE-A-1996-8219,delito contra la salud pública,17,3,1996
BOE-A-1996-8220,delito de lesiones,3,,1996
BOE-A-1996-8220,delito de resistencia a agentes de la autoridad,22,2,1996
BOE-A-1996-8221,delito de robo,13,2,1996
BOE-A-1996-8222,delito de imprudencia temeraria,99,,1996
BOE-A-1996-8223,delito de robo,13,2,1996
BOE-A-1996-8224,delito de falsedad de documento mercantil,18,2,1996
BOE-A-1996-8225,delito de receptación,13,14,1996
BOE-A-1996-8226,delito de agresión sexual,8,1,1996
BOE-A-1996-8226,delito de lesiones,3,,1996
BOE-A-1996-8227,delito relativo a la prostitución,8,5,1996
BOE-A-1996-8228,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-8229,delito contra la propiedad intelectual,13,11,1996
BOE-A-1996-8518,delito de robo,13,2,1996
BOE-A-1996-8519,delito de abandono de familia,12,3,1996
BOE-A-1996-8520,delito de robo,13,2,1996
BOE-A-1996-8521,delito de robo,13,2,1996
BOE-A-1996-8522,delito de lesiones,3,,1996
BOE-A-1996-8523,delito de lesiones,3,,1996
BOE-A-1996-8524,delito contra la salud pública,17,3,1996
BOE-A-1996-8525,delito de robo,13,2,1996
BOE-A-1996-8526,delito contra la salud pública,17,3,1996
BOE-A-1996-8527,delito de falsificación documental,18,2,1996
BOE-A-1996-8528,delito de estafa,13,6,1996
BOE-A-1996-8529,delito de robo,13,2,1996
BOE-A-1996-8530,delito de robo,13,2,1996
BOE-A-1996-8530,falta de lesiones,25,1,1996
BOE-A-1996-8531,delito de falsedad en documento mercantil,18,2,1996
BOE-A-1996-8531,delito de estafa,13,6,1996
BOE-A-1996-8532,delito contra la salud pública,17,3,1996
BOE-A-1996-8533,delito de atentado,22,2,1996
BOE-A-1996-8533,falta de lesiones,25,1,1996
BOE-A-1996-8618,delito de incendio,17,2,1996
BOE-A-1996-8619,delito contra la salud pública,17,3,1996
BOE-A-1996-8620,delito de hurto,13,1,1996
BOE-A-1996-8621,delito de lesiones,3,,1996
BOE-A-1996-8622,delito contra la salud pública,17,3,1996
BOE-A-1996-8623,delito de homicidio,1,,1996
BOE-A-1996-8624,delito de falsedad,18,,1996
BOE-A-1996-8624,delito de estafa,13,6,1996
BOE-A-1996-8625,delito contra la salud pública,17,3,1996
BOE-A-1996-8626,delito de robo,13,2,1996
BOE-A-1996-8627,delito de robo,13,2,1996
BOE-A-1996-8628,delito contra la salud pública,17,3,1996
BOE-A-1996-8629,delito de robo,13,2,1996
BOE-A-1996-8630,delito de robo,13,2,1996
BOE-A-1996-8631,delito de robo,13,2,1996
BOE-A-1996-8632,delito contra la salud pública,17,3,1996
BOE-A-1996-9176,,90,,1996
BOE-A-1996-9694,delito de malversación,19,7,1996
BOE-A-1996-9694,delito de falsificación,18,,1996
BOE-A-1996-9695,delito de lesiones,3,,1996
BOE-A-1996-9696,delito de malversación,19,7,1996
BOE-A-1996-9697,delito contra la salud pública,17,3,1996
BOE-A-1996-9698,delito de homicidio,1,,1996
BOE-A-1996-9699,delito de robo,13,2,1996
BOE-A-1996-9700,delito de alzamiento de bienes,13,7,1996
BOE-A-1996-9701,delito de robo,13,2,1996
BOE-A-1996-9702,delito de receptación,13,14,1996
BOE-A-1996-9703,delito de infracción de derechos de autor,13,11,1996
BOE-A-1996-9704,delito de prevaricación,19,1,1996
BOE-A-1996-9705,delito de robo,13,2,1996
BOE-A-1996-9900,delito de lesiones,3,,1996
BOE-A-1996-9901,delito de robo,13,2,1996
BOE-A-1996-9902,delito de lesiones,3,,1996
BOE-A-1996-9903,delito de robo,13,2,1996
BOE-A-1996-9904,delito de lesiones,3,,1996
BOE-A-1996-9905,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-9906,delito de robo,13,2,1996
BOE-A-1996-9907,delito de robo,13,2,1996
BOE-A-1996-9908,delito de robo,13,2,1996
BOE-A-1996-9909,delito de atentado a agente de la autoridad,22,2,1996
BOE-A-1996-9909,faltas de lesiones,25,1,1996
BOE-A-1996-9909,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-9910,delito de hurto,13,1,1996
BOE-A-1996-9911,delito contra la salud pública,17,3,1996
BOE-A-1996-9912,delito contra la salud pública,17,3,1996
BOE-A-1996-9913,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-11326,delito de robo,13,2,1996
BOE-A-1996-11326,delito de receptación,13,14,1996
BOE-A-1996-11327,delito de falsificación de documentos privados,18,2,1996
BOE-A-1996-11328,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-11329,delito de falsificación de documentos privados,18,2,1996
BOE-A-1996-11330,delito de robo,13,2,1996
BOE-A-1996-11331,delito de atentado a agente de la autoridad,22,2,1996
BOE-A-1996-11331,delito de lesiones,3,,1996
BOE-A-1996-11332,delito de robo,13,2,1996
BOE-A-1996-11332,delito de falsificación de documento de identidad,18,2,1996
BOE-A-1996-11332,delito de estafa,13,6,1996
BOE-A-1996-11333,delito de robo,13,2,1996
BOE-A-1996-11334,delito de robo,13,2,1996
BOE-A-1996-11335,delito de robo,13,2,1996
BOE-A-1996-11336,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-11337,delito contra la salud pública,17,3,1996
BOE-A-1996-11338,delito de robo,13,2,1996
BOE-A-1996-11338,delito de utilización ilegítima de vehículos de motor ajeno,13,4,1996
BOE-A-1996-11339,delito de robo,13,2,1996
BOE-A-1996-11340,delito de robo,13,2,1996
BOE-A-1996-11341,delito de atentado,22,2,1996
BOE-A-1996-11342,delito de robo,13,2,1996
BOE-A-1996-11342,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-11343,delito contra la salud pública,17,3,1996
BOE-A-1996-11343,delito de falsedad,18,,1996
BOE-A-1996-11344,delito de robo,13,2,1996
BOE-A-1996-11344,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-11345,delito de robo,13,2,1996
BOE-A-1996-11346,delito de robo,13,2,1996
BOE-A-1996-11347,delito de prevaricación,19,1,1996
BOE-A-1996-18215,delito de robo,13,2,1996
BOE-A-1996-18216,delito de robo,13,2,1996
BOE-A-1996-18217,delito de robo,13,2,1996
BOE-A-1996-18218,delito contra la salud pública,17,3,1996
BOE-A-1996-18219,delito de robo,13,2,1996
BOE-A-1996-18220,delito contra la salud pública,17,3,1996
BOE-A-1996-18221,delito de robo,13,2,1996
BOE-A-1996-18222,delito contra la salud pública,17,3,1996
BOE-A-1996-18223,delito de lesiones,3,,1996
BOE-A-1996-18224,delito de lesiones,3,,1996
BOE-A-1996-18225,delito contra la salud pública,17,3,1996
BOE-A-1996-18225,falta de lesiones,25,1,1996
BOE-A-1996-18225,delito de desobediencia,22,2,1996
BOE-A-1996-18226,delito de robo,13,2,1996
BOE-A-1996-18226,delito de utilización ilegítima de vehículos de motor ajeno,13,4,1996
BOE-A-1996-18423,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18424,delito de contrabando,99,,1996
BOE-A-1996-18424,delito contra la salud pública,17,3,1996
BOE-A-1996-18425,delito de colaboración con banda armada,22,7,1996
BOE-A-1996-18425,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-18426,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18427,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18427,delito de tenencia de explosivos,22,5,1996
BOE-A-1996-18428,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18428,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-18429,delito de falsedad en documento privado,18,2,1996
BOE-A-1996-18430,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18430,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-18431,delito de falsedad en documento privado,18,2,1996
BOE-A-1996-18432,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18432,delito de tenencia de explosivos,22,5,1996
BOE-A-1996-18433,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18434,delito de colaboración con banda armada,22,7,1996
BOE-A-1996-18435,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18436,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18436,delito de tenencia de explosivos,22,5,1996
BOE-A-1996-18437,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18438,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18438,delito de tenencia de explosivos,22,5,1996
BOE-A-1996-18439,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18440,delito de pertenencia a banda armada,22,7,1996
BOE-A-1996-18440,delito de tenencia de explosivos,22,5,1996
BOE-A-1996-18441,delito de robo,13,2,1996
BOE-A-1996-18442,delito de robo,13,2,1996
BOE-A-1996-18443,delito de robo,13,2,1996
BOE-A-1996-18444,delito de lesiones,3,,1996
BOE-A-1996-18445,delito de robo,13,2,1996
BOE-A-1996-18446,delito de robo,13,2,1996
BOE-A-1996-19677,delito contra el deber de prestación del servicio militar,90,,1996
BOE-A-1996-19678,delito contra el deber de prestación del servicio militar,90,,1996
BOE-A-1996-19679,delito contra la salud pública,17,3,1996
BOE-A-1996-19680,delito de robo,13,2,1996
BOE-A-1996-19681,delito de robo,13,2,1996
BOE-A-1996-19681,falta de daños,25,2,1996
BOE-A-1996-19682,delito de estafa,13,6,1996
BOE-A-1996-19682,delito de falsificación de documentos mercantiles,18,2,1996
BOE-A-1996-19683,delito contra la salud pública,17,3,1996
BOE-A-1996-19684,delito de robo,13,2,1996
BOE-A-1996-19684,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-19685,delito de hurto,13,1,1996
BOE-A-1996-19686,delito contra la salud pública,17,3,1996
BOE-A-1996-19687,delito contra el deber de prestación del servicio militar,90,,1996
BOE-A-1996-19688,delito de tráfico de drogas,17,3,1996
BOE-A-1996-19689,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-19689,delito de robo,13,2,1996
BOE-A-1996-19690,delito de robo,13,2,1996
BOE-A-1996-19691,delito de robo,13,2,1996
BOE-A-1996-19692,delito de abandono de familia,12,3,1996
BOE-A-1996-20297,delito de robo,13,2,1996
BOE-A-1996-20298,delito de robo,13,2,1996
BOE-A-1996-20298,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-20299,delito de robo,13,2,1996
BOE-A-1996-20300,delito de robo,13,2,1996
BOE-A-1996-20301,delito contra la salud pública,17,3,1996
BOE-A-1996-20302,delito de robo,13,2,1996
BOE-A-1996-20303,delito de robo,13,2,1996
BOE-A-1996-20304,delito de hurto,13,1,1996
BOE-A-1996-20305,delito contra la salud pública,17,3,1996
BOE-A-1996-20305,delito de receptación,13,14,1996
BOE-A-1996-20306,delito de robo,13,2,1996
BOE-A-1996-20307,delito de robo,13,2,1996
BOE-A-1996-20308,delito contra la salud pública,17,3,1996
BOE-A-1996-20309,delito de robo,13,2,1996
BOE-A-1996-20310,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-20311,delito contra la salud pública,17,3,1996
BOE-A-1996-20347,delito de robo,13,2,1996
BOE-A-1996-20348,delito de atentado a agente de la autoridad,22,2,1996
BOE-A-1996-20348,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-20349,delito de estafa,13,6,1996
BOE-A-1996-20350,delito de robo,13,2,1996
BOE-A-1996-20351,delito contra la salud pública,17,3,1996
BOE-A-1996-20351,delito de contrabando,99,,1996
BOE-A-1996-20352,delito de robo,13,2,1996
BOE-A-1996-20353,delito contra la salud pública,17,3,1996
BOE-A-1996-20354,delito de resistencia a agente de la autoridad,22,2,1996
BOE-A-1996-20355,delito de robo,13,2,1996
BOE-A-1996-20356,delito de homicidio,1,,1996
BOE-A-1996-20357,delito de robo,13,2,1996
BOE-A-1996-20357,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-20358,delito de robo,13,2,1996
BOE-A-1996-20359,delito de robo,13,2,1996
BOE-A-1996-20360,delito contra la salud pública,17,3,1996
BOE-A-1996-20415,delito de robo,13,2,1996
BOE-A-1996-20416,delito de imprudencia temeraria,99,,1996
BOE-A-1996-20417,delito de lesiones,3,,1996
BOE-A-1996-20418,delito contra la salud pública,17,3,1996
BOE-A-1996-20418,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1996-20419,delito de robo,13,2,1996
BOE-A-1996-20420,delito de robo,13,2,1996
BOE-A-1996-20421,delito de robo,13,2,1996
BOE-A-1996-20422,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-20423,delito de atentado,22,2,1996
BOE-A-1996-20424,delito de lesiones,3,,1996
BOE-A-1996-20425,delito de robo,13,2,1996
BOE-A-1996-20426,delito de robo,13,2,1996
BOE-A-1996-20427,delito de robo,13,2,1996
BOE-A-1996-20428,delito de lesiones,3,,1996
BOE-A-1996-20429,delito de falsificación de documento público u oficial,18,2,1996
BOE-A-1996-20470,delito contra la salud pública,17,3,1996
BOE-A-1996-20471,delito de estafa,13,6,1996
BOE-A-1996-20472,delito de robo,13,2,1996
BOE-A-1996-20473,delito de robo,13,2,1996
BOE-A-1996-20474,delito de robo,13,2,1996
BOE-A-1996-20475,delito de robo,13,2,1996
BOE-A-1996-20476,delito de receptación,13,14,1996
BOE-A-1996-20477,delito de robo,13,2,1996
BOE-A-1996-20478,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-20479,delito de lesiones,3,,1996
BOE-A-1996-20480,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-20481,delito de robo,13,2,1996
BOE-A-1996-20482,delito de robo,13,2,1996
BOE-A-1996-20483,delito de robo,13,2,1996
BOE-A-1996-22208,delito de lesiones,3,,1996
BOE-A-1996-22210,delito de robo,13,2,1996
BOE-A-1996-22211,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-22212,delito de robo,13,2,1996
BOE-A-1996-22213,delito contra la salud pública,17,3,1996
BOE-A-1996-20878,delito contra la salud pública,17,3,1996
BOE-A-1996-20879,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-20880,delito contra la salud pública,17,3,1996
