boe,crime,crime_cat,crime_sub_cat,pardon_year
BOE-A-2000-23728,delito de allanamiento de establecimiento mercantil,10,2,2000
BOE-A-2000-23729,delito contra la salud pública,17,3,2000
BOE-A-2000-23730,delito de falsedad en documento mercantil y oficial,18,2,2000
BOE-A-2000-23730,delito de estafa,13,6,2000
BOE-A-2000-23731,delito de quebrantamiento de condena,20,8,2000
BOE-A-2000-23732,delito de robo,13,2,2000
BOE-A-2000-23733,delito de lesiones,3,,2000
BOE-A-2000-23734,delito de apropiación indebida,13,6,2000
BOE-A-2000-23735,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23736,delito de robo,13,2,2000
BOE-A-2000-23737,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23738,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23739,delito contra la salud pública,17,3,2000
BOE-A-2000-23740,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23741,delito de falsedad,18,,2000
BOE-A-2000-23741,delito de estafa,13,6,2000
BOE-A-2000-23742,delito de resistencia a agente de la autoridad,22,2,2000
BOE-A-2000-23743,delito de desórdenes públicos,22,3,2000
BOE-A-2000-23744,delito de lesiones,3,,2000
BOE-A-2000-23744,delito de amenazas,6,2,2000
BOE-A-2000-23745,delito de riesgo,17,4,2000
BOE-A-2000-23746,delito contra la salud pública,17,3,2000
BOE-A-2000-23747,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23748,delito de desacato,22,2,2000
BOE-A-2000-23749,delito de estafa,13,6,2000
BOE-A-2000-23749,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23750,delito de robo,13,2,2000
BOE-A-2000-23751,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23752,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23753,delito de desórdenes públicos,22,3,2000
BOE-A-2000-23754,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23755,delito de contrabando,99,,2000
BOE-A-2000-23756,delito de homicidio,1,,2000
BOE-A-2000-23757,delito de lesiones,3,,2000
BOE-A-2000-23758,delito de apropiación indebida,13,6,2000
BOE-A-2000-23759,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23760,delito contra la salud pública,17,3,2000
BOE-A-2000-23761,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23762,delito contra la salud pública,17,3,2000
BOE-A-2000-23763,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23764,delito de robo,13,2,2000
BOE-A-2000-23765,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23766,delito de quebrantamiento de condena,20,8,2000
BOE-A-2000-23767,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23767,delito de estafa,13,6,2000
BOE-A-2000-23768,delito contra la salud pública,17,3,2000
BOE-A-2000-23769,delito de uso de documento mercantil falso,18,2,2000
BOE-A-2000-23770,delito de robo,13,2,2000
BOE-A-2000-23771,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23771,delito de estafa,13,6,2000
BOE-A-2000-23771,delito de simulación de delito,20,5,2000
BOE-A-2000-23772,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23773,delito de robo,13,2,2000
BOE-A-2000-23774,delito de robo,13,2,2000
BOE-A-2000-23774,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23774,delito de estafa,13,6,2000
BOE-A-2000-23775,delito de robo,13,2,2000
BOE-A-2000-23776,delito de robo,13,2,2000
BOE-A-2000-23777,delito contra la salud pública,17,3,2000
BOE-A-2000-23778,delito contra la salud pública,17,3,2000
BOE-A-2000-23778,delito de contrabando,99,,2000
BOE-A-2000-23779,delito contra la salud pública,17,3,2000
BOE-A-2000-23780,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23781,delito de riesgo,17,4,2000
BOE-A-2000-23782,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23783,delito de homicidio,1,,2000
BOE-A-2000-23784,delito contra la salud pública,17,3,2000
BOE-A-2000-23785,delito de lesiones,3,,2000
BOE-A-2000-23786,delito de robo,13,2,2000
BOE-A-2000-23787,delito de robo,13,2,2000
BOE-A-2000-23788,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23788,falta de hurto,25,2,2000
BOE-A-2000-23789,delito de robo,13,2,2000
BOE-A-2000-23790,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23791,delito contra la salud pública,17,3,2000
BOE-A-2000-23791,delito de resistencia,22,2,2000
BOE-A-2000-23792,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23793,delito de estafa,13,6,2000
BOE-A-2000-23793,delito de robo,13,2,2000
BOE-A-2000-23793,delito de uso de documento mercantil falso,18,2,2000
BOE-A-2000-23794,delito contra la salud pública,17,3,2000
BOE-A-2000-23795,delito de robo,13,2,2000
BOE-A-2000-23796,delito de lesiones,3,,2000
BOE-A-2000-23796,falta de lesiones,25,1,2000
BOE-A-2000-23796,delito de daños,13,9,2000
BOE-A-2000-23797,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23797,delito de desobediencia,22,2,2000
BOE-A-2000-23798,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2000-23799,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23800,delito de robo,13,2,2000
BOE-A-2000-23801,delito de conducción bajo influencia de bebidas alcohólicas,17,4,2000
BOE-A-2000-23802,delito de apropiación indebida,13,6,2000
BOE-A-2000-23802,delito de intrusismo,18,5,2000
BOE-A-2000-23803,delito de riesgo,17,4,2000
BOE-A-2000-23804,delito de robo,13,2,2000
BOE-A-2000-23805,delito de riesgo,17,4,2000
BOE-A-2000-23806,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23807,delito de lesiones,3,,2000
BOE-A-2000-23808,delito contra la salud pública,17,3,2000
BOE-A-2000-23809,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23810,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23811,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23812,delito contra la salud pública,17,3,2000
BOE-A-2000-23813,delito de robo,13,2,2000
BOE-A-2000-23814,delito contra la salud pública,17,3,2000
BOE-A-2000-23815,delito de contrabando,99,,2000
BOE-A-2000-23816,delito de falsificación de letra de cambio,18,1,2000
BOE-A-2000-23817,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23818,delito de apropiación indebida,13,6,2000
BOE-A-2000-23819,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23820,delito de estafa,13,6,2000
BOE-A-2000-23821,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23822,delito de conducción bajo influencia de bebidas alcohólicas,17,4,2000
BOE-A-2000-23823,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23823,delito de desobediencia,22,2,2000
BOE-A-2000-23824,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23824,delito de estafa,13,6,2000
BOE-A-2000-23825,delito de robo,13,2,2000
BOE-A-2000-23826,delito de robo,13,2,2000
BOE-A-2000-23827,delito contra la salud pública,17,3,2000
BOE-A-2000-23828,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23829,delito de apropiación indebida,13,6,2000
BOE-A-2000-23830,delito de incendio,17,2,2000
BOE-A-2000-23830,falta de amenazas,25,1,2000
BOE-A-2000-23831,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23832,delito contra la salud pública,17,3,2000
BOE-A-2000-23833,delito de contrabando,99,,2000
BOE-A-2000-23834,delito de robo,13,2,2000
BOE-A-2000-23835,delito de tráfico de drogas,17,3,2000
BOE-A-2000-23836,delito de lesiones,3,,2000
BOE-A-2000-23836,falta de lesiones,25,1,2000
BOE-A-2000-23837,delito de estafa,13,6,2000
BOE-A-2000-23838,delito contra la salud pública,17,3,2000
BOE-A-2000-23838,delito de contrabando,99,,2000
BOE-A-2000-23839,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23839,delito de apropiación indebida,13,6,2000
BOE-A-2000-23840,delito de tráfico de drogas,17,3,2000
BOE-A-2000-23841,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23880,delito de homicidio,1,,2000
BOE-A-2000-23881,delito de robo,13,2,2000
BOE-A-2000-23882,delito contra la salud pública,17,3,2000
BOE-A-2000-23882,delito de contrabando,99,,2000
BOE-A-2000-23883,delito contra la salud pública,17,3,2000
BOE-A-2000-23884,delito de detención ilegal,6,1,2000
BOE-A-2000-23885,delito de robo,13,2,2000
BOE-A-2000-23886,delito de estafa,13,6,2000
BOE-A-2000-23887,delito de robo,13,2,2000
BOE-A-2000-23888,delito de robo,13,2,2000
BOE-A-2000-23888,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2000-23889,delito de detención ilegal,6,1,2000
BOE-A-2000-23890,delito de robo,13,2,2000
BOE-A-2000-23890,falta de lesiones,25,1,2000
BOE-A-2000-23891,delito de robo,13,2,2000
BOE-A-2000-23892,delito de robo,13,2,2000
BOE-A-2000-23893,delito contra la salud pública,17,3,2000
BOE-A-2000-23894,delito de lesiones,3,,2000
BOE-A-2000-23895,delito de homicidio,1,,2000
BOE-A-2000-23896,delito de falsedad,18,,2000
BOE-A-2000-23896,delito de estafa,13,6,2000
BOE-A-2000-23897,delito de robo,13,2,2000
BOE-A-2000-23898,delito de estafa,13,6,2000
BOE-A-2000-23899,delito de robo,13,2,2000
BOE-A-2000-23900,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23900,delito de estafa,13,6,2000
BOE-A-2000-23901,delito de robo,13,2,2000
BOE-A-2000-23901,delito de homicidio,1,,2000
BOE-A-2000-23902,delito de tráfico de drogas,17,3,2000
BOE-A-2000-23903,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-23904,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23904,delito de estafa,13,6,2000
BOE-A-2000-23905,delito contra la salud pública,17,3,2000
BOE-A-2000-23906,delito de robo,13,2,2000
BOE-A-2000-23907,delito contra la salud pública,17,3,2000
BOE-A-2000-23907,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2000-23908,delito de lesiones,3,,2000
BOE-A-2000-23909,delito contra la salud pública,17,3,2000
BOE-A-2000-23910,delito de robo,13,2,2000
BOE-A-2000-23911,delito de robo,13,2,2000
BOE-A-2000-23912,delito contra la salud pública,17,3,2000
BOE-A-2000-23912,delito de contrabando,99,,2000
BOE-A-2000-23913,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23913,delito de estafa,13,6,2000
BOE-A-2000-23952,delito de robo,13,2,2000
BOE-A-2000-23953,delito contra la salud pública,17,3,2000
BOE-A-2000-23954,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23954,delito de estafa,13,6,2000
BOE-A-2000-23955,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23955,delito de estafa,13,6,2000
BOE-A-2000-23956,delito de robo,13,2,2000
BOE-A-2000-23957,delito de robo,13,2,2000
BOE-A-2000-23958,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23958,delito de asociación ilícita,21,4,2000
BOE-A-2000-23958,delito contra la Hacienda Pública,14,,2000
BOE-A-2000-23959,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-23959,delito de asociación ilícita,21,4,2000
BOE-A-2000-23959,delito contra la Hacienda Pública,14,,2000
BOE-A-2000-23960,delito contra la salud pública,17,3,2000
BOE-A-2000-23961,delito contra la salud pública,17,3,2000
BOE-A-2000-23962,delito contra la salud pública,17,3,2000
BOE-A-2000-23963,delito de robo,13,2,2000
BOE-A-2000-23964,delito contra la salud pública,17,3,2000
BOE-A-2000-23965,delito de lesiones,3,,2000
BOE-A-2000-23966,delito de parricidio,1,,2000
BOE-A-2000-23967,delito de detención ilegal,6,1,2000
BOE-A-2000-23968,delito de robo,13,2,2000
BOE-A-2000-23969,delito contra la salud pública,17,3,2000
BOE-A-2000-23970,delito de favorecimiento del consumo ilegal de drogas tóxicas,17,3,2000
BOE-A-2000-23971,delito de robo,13,2,2000
BOE-A-2000-23971,delito de utilización ilegítima de vehículo de motor ajeno,13,4,2000
BOE-A-2000-23972,delito de homicidio,1,,2000
BOE-A-2000-23973,delito de robo,13,2,2000
BOE-A-2000-23973,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2000-23974,delito de detención ilegal,6,1,2000
BOE-A-2000-23974,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2000-23975,delito de robo,13,2,2000
BOE-A-2000-23976,delito de robo,13,2,2000
BOE-A-2000-23977,delito contra la salud pública,17,3,2000
BOE-A-2000-23978,delito de robo,13,2,2000
BOE-A-2000-23979,delito de robo,13,2,2000
BOE-A-2000-23980,delito de robo,13,2,2000
BOE-A-2000-23980,delito de utilización ilegítima de vehículo de motor ajeno,13,4,2000
BOE-A-2000-23980,falta de desacato,25,4,2000
BOE-A-2000-23981,delito de robo,13,2,2000
BOE-A-2000-23982,delito de detención ilegal,6,1,2000
BOE-A-2000-23982,delito de lesiones,3,,2000
BOE-A-2000-23983,delito contra la salud pública,17,3,2000
BOE-A-2000-23984,delito de homicidio,1,,2000
BOE-A-2000-23984,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2000-23985,falta de lesiones,25,1,2000
BOE-A-2000-23985,delito de detención ilegal,6,1,2000
BOE-A-2000-24047,delito de detención ilegal,6,1,2000
BOE-A-2000-24047,delito de lesiones,3,,2000
BOE-A-2000-24048,delito de homicidio,1,,2000
BOE-A-2000-24049,delito de robo,13,2,2000
BOE-A-2000-24050,delito de asesinato,1,,2000
BOE-A-2000-24051,delito de lesiones,3,,2000
BOE-A-2000-24052,delito de robo,13,2,2000
BOE-A-2000-24053,delito de contrabando,99,,2000
BOE-A-2000-24054,delito de lesiones,3,,2000
BOE-A-2000-24055,delito de robo,13,2,2000
BOE-A-2000-24056,delito contra la salud pública,17,3,2000
BOE-A-2000-24056,delito de contrabando,99,,2000
BOE-A-2000-24057,delito de robo,13,2,2000
BOE-A-2000-24058,delito de robo,13,2,2000
BOE-A-2000-24059,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24060,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24061,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24062,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24063,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24064,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24065,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24066,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24067,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24068,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24069,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24070,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24071,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24072,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24073,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24074,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24075,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24076,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24077,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24078,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24079,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24179,delito de estafa,13,6,2000
BOE-A-2000-24180,delito de conducción temeraria,17,4,2000
BOE-A-2000-24181,delito de lesiones,3,,2000
BOE-A-2000-24181,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24182,delito de imprudencia temeraria,99,,2000
BOE-A-2000-24183,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24183,delito de desobediencia,22,2,2000
BOE-A-2000-24184,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24185,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24186,delito de utilización ilegítima de vehículo de motor ajeno,13,4,2000
BOE-A-2000-24186,delito de resistencia,22,2,2000
BOE-A-2000-24187,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24188,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24189,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24190,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24190,delito de desobediencia,22,2,2000
BOE-A-2000-24191,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24192,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24193,delito de robo,13,2,2000
BOE-A-2000-24194,delito de receptación,13,14,2000
BOE-A-2000-24195,delito de robo,13,2,2000
BOE-A-2000-24196,delito de detención ilegal,6,1,2000
BOE-A-2000-24196,delito de robo,13,2,2000
BOE-A-2000-24197,delito de robo,13,2,2000
BOE-A-2000-24198,delito de fabricación de moneda falsa,18,1,2000
BOE-A-2000-24199,delito de robo,13,2,2000
BOE-A-2000-24199,delito contra la Administración de Justicia,20,,2000
BOE-A-2000-24200,delito de robo,13,2,2000
BOE-A-2000-24201,delito de detención ilegal,6,1,2000
BOE-A-2000-24202,delito contra la seguridad del tráfico,17,4,2000
BOE-A-2000-24203,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24204,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24205,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24206,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24207,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24208,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24209,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24210,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24211,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24212,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24213,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24309,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24310,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24311,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24312,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24313,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24314,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24315,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24316,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24317,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24318,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24319,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24320,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24321,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24322,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24323,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24324,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24325,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24326,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24327,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24328,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24329,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24330,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24331,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24332,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24333,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24334,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24335,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24336,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24337,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24338,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24339,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24340,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24341,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24342,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24343,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24414,delito de malversación,19,7,2000
BOE-A-2000-24415,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24416,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24417,delito contra la salud pública,17,3,2000
BOE-A-2000-24418,delito de infidelidad en la custodia de documentos,19,4,2000
BOE-A-2000-24419,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24420,delito de lesiones,3,,2000
BOE-A-2000-24421,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24422,delito de malversación,19,7,2000
BOE-A-2000-24423,delito de robo,13,2,2000
BOE-A-2000-24423,delito de atentado,22,2,2000
BOE-A-2000-24423,falta de lesiones,25,1,2000
BOE-A-2000-24423,falta de daños,25,2,2000
BOE-A-2000-24424,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24425,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24426,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24427,delito de lesiones,3,,2000
BOE-A-2000-24428,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24429,delito de apropiación indebida,13,6,2000
BOE-A-2000-24430,delito de malversación,19,7,2000
BOE-A-2000-24430,delito de falsificación de documento oficial,18,2,2000
BOE-A-2000-24431,delito de falsedad en documento oficial,18,2,2000
BOE-A-2000-24432,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24433,falta de hurto,25,2,2000
BOE-A-2000-24433,delito de falsedad en documento mercantil,18,2,2000
BOE-A-2000-24433,delito de estafa,13,6,2000
BOE-A-2000-24433,delito de robo,13,2,2000
BOE-A-2000-24434,delito de utilización ilegítima de vehículo de motor ajeno,13,4,2000
BOE-A-2000-24434,delito de robo,13,2,2000
BOE-A-2000-24435,delito de lesiones,3,,2000
BOE-A-2000-24435,delito de detención ilegal,6,1,2000
BOE-A-2000-24436,delito de falsedad documental,18,2,2000
BOE-A-2000-24436,delito de malversación de caudales públicos,19,7,2000
BOE-A-2000-24437,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24438,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24439,delito de malversación,19,7,2000
BOE-A-2000-24440,delito de cohecho,19,5,2000
BOE-A-2000-24441,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24442,delito de apropiación indebida,13,6,2000
BOE-A-2000-24442,delito de librar certificación falsa,18,2,2000
BOE-A-2000-24443,delito de malversación,19,7,2000
BOE-A-2000-24444,delito de imprudencia temeraria,99,,2000
BOE-A-2000-24444,delito de lesiones,3,,2000
BOE-A-2000-24445,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24446,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24447,delito de robo,13,2,2000
BOE-A-2000-24447,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2000-24448,delito de malversación,19,7,2000
BOE-A-2000-24449,delito de infidelidad en la custodia de documentos,19,4,2000
BOE-A-2000-24450,delito de malversación,19,7,2000
BOE-A-2000-24451,delito de estafa,13,6,2000
BOE-A-2000-24451,delito de falsedad en documento oficial,18,2,2000
BOE-A-2000-24452,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24453,delito de malversación,19,7,2000
BOE-A-2000-24454,delito de infidelidad en la custodia de documentos,19,4,2000
BOE-A-2000-24455,delito de malversación,19,7,2000
BOE-A-2000-24455,delito de falsedad,18,,2000
BOE-A-2000-24456,delito contra el deber de la prestación social sustitutoria,21,4,2000
BOE-A-2000-24457,delito de detención ilegal,6,1,2000
BOE-A-2000-24458,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24459,delito de infidelidad en la custodia de documentos,19,4,2000
BOE-A-2000-24460,delito de malversación,19,7,2000
BOE-A-2000-24461,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24462,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24463,delito de estafa,13,6,2000
BOE-A-2000-24464,delito de malversación,19,7,2000
BOE-A-2000-24465,delito contra la integridad moral,7,,2000
BOE-A-2000-24465,delito de lesiones,3,,2000
BOE-A-2000-24466,delito de malversación,19,7,2000
BOE-A-2000-24467,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24468,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2000-24469,delito de prevaricación,19,1,2000
BOE-A-2000-24470,delito de falsedad en documento oficial,18,2,2000
BOE-A-2001-1013,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-25,delito de hurto,13,1,2000
BOE-A-2001-25,delito de robo,13,2,2000
BOE-A-2001-25,delito de tenencia ilícita de armas,22,5,2000
BOE-A-2001-26,delito de cohecho,19,5,2000
BOE-A-2001-27,delito de falsedad,18,,2000
BOE-A-2001-27,delito de estafa,13,6,2000
BOE-A-2001-28,delito de malversación,19,7,2000
BOE-A-2001-29,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-30,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-31,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-32,delito de robo,13,2,2000
BOE-A-2001-33,delito de estafa,13,6,2000
BOE-A-2001-33,delito de falsedad en documento oficial,18,2,2000
BOE-A-2001-33,delito de malversación de caudales públicos,19,7,2000
BOE-A-2001-34,delito de malversación,19,7,2000
BOE-A-2001-34,delito de falsedad documental,18,2,2000
BOE-A-2001-35,delito de estafa,13,6,2000
BOE-A-2001-36,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-37,delito de lesiones,3,,2000
BOE-A-2001-38,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-39,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-40,delito de malversación,19,7,2000
BOE-A-2001-41,delito de infidelidad en la custodia de documentos,19,4,2000
BOE-A-2001-42,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-43,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-44,delito de denegación de auxilio,9,,2000
BOE-A-2001-45,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-46,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-47,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-48,delito de desobediencia,22,2,2000
BOE-A-2001-49,delito de malversación,19,7,2000
BOE-A-2001-50,delito de expendición de moneda falsa,18,1,2000
BOE-A-2001-50,falta de estafa,25,2,2000
BOE-A-2001-51,delito de robo,13,2,2000
BOE-A-2001-52,delito contra el ejercicio de los derechos del personal,21,5,2000
BOE-A-2001-53,delito de abandono de familia,12,3,2000
BOE-A-2001-53,delito de malversación de caudales públicos,19,7,2000
BOE-A-2001-54,delito de robo,13,2,2000
BOE-A-2001-54,delito de homicidio,1,,2000
BOE-A-2001-55,delito contra el deber de prestación del servicio militar,90,,2000
BOE-A-2001-56,delito de torturas,7,,2000
BOE-A-2001-57,delito contra la salud pública,17,3,2000
